LAC,CI,LAC-CI,latitude,longtitude
42275,29921,42275-29921,23.41195,113.08254
42275,29922,42275-29922,23.41195,113.08254
42275,29923,42275-29923,23.41195,113.08254
42261,14976,42261-14976,23.47412,113.0822
42261,14977,42261-14977,23.47412,113.0822
42261,14978,42261-14978,23.47412,113.0822
42275,14276,42275-14276,23.38705,113.07684
42275,14277,42275-14277,23.38705,113.07684
42275,14278,42275-14278,23.38705,113.07684
42275,21481,42275-21481,23.38857,113.06901
42275,21482,42275-21482,23.38857,113.06901
42275,21483,42275-21483,23.38857,113.06901
42275,24391,42275-24391,23.39343,113.06545
42275,24392,42275-24392,23.39343,113.06545
42275,24393,42275-24393,23.39343,113.06545
42275,25931,42275-25931,23.28056,113.06361
42275,25932,42275-25932,23.28056,113.06361
42275,26001,42275-26001,23.26304,113.06089
42275,26002,42275-26002,23.26304,113.06089
42275,26003,42275-26003,23.26304,113.06089
42275,62761,42275-62761,23.37183,113.05343
42275,62762,42275-62762,23.37183,113.05343
42275,62763,42275-62763,23.37183,113.05343
42275,62871,42275-62871,23.309956,113.051603
42275,62872,42275-62872,23.309956,113.051603
42275,62873,42275-62873,23.309956,113.051603
42275,25371,42275-25371,23.31916,113.0486
42275,25372,42275-25372,23.31916,113.0486
42275,25373,42275-25373,23.31916,113.0486
42275,59151,42275-59151,23.38697,113.04108
42275,59152,42275-59152,23.38697,113.04108
42275,59153,42275-59153,23.38697,113.04108
42275,14236,42275-14236,23.42277,113.02195
42275,14237,42275-14237,23.42277,113.02195
42275,14238,42275-14238,23.42277,113.02195
42275,25461,42275-25461,23.3275,113.02028
42275,25462,42275-25462,23.3275,113.02028
42275,24876,42275-24876,23.46139,113.0047
42275,24877,42275-24877,23.46139,113.0047
42275,24878,42275-24878,23.46139,113.0047
42275,25401,42275-25401,23.43608,112.98342
42275,25403,42275-25403,23.43608,112.98342
42275,15566,42275-15566,23.45527,112.9819
42275,15567,42275-15567,23.45527,112.9819
42275,15568,42275-15568,23.45527,112.9819
10003,11321,10003-11321,,
10003,11324,10003-11324,,
10003,11325,10003-11325,,
10003,43821,10003-43821,,
10003,43822,10003-43822,,
10003,43823,10003-43823,,
10003,43921,10003-43921,,
10003,45251,10003-45251,,
10003,45253,10003-45253,,
10003,45531,10003-45531,,
10003,48601,10003-48601,,
10003,48602,10003-48602,,
10003,48603,10003-48603,,
10003,50162,10003-50162,,
10003,50163,10003-50163,,
10003,51734,10003-51734,,
10003,52416,10003-52416,,
10003,56004,10003-56004,,
10003,58387,10003-58387,,
10003,58644,10003-58644,,
10003,58645,10003-58645,,
10003,59631,10003-59631,,
10004,11197,10004-11197,,
10004,25427,10004-25427,,
10004,25428,10004-25428,,
10004,25429,10004-25429,,
10004,38841,10004-38841,,
10004,40104,10004-40104,,
10004,40317,10004-40317,,
10004,43404,10004-43404,,
10004,43405,10004-43405,,
10004,43406,10004-43406,,
10004,43804,10004-43804,,
10004,44227,10004-44227,,
10004,44467,10004-44467,,
10004,44484,10004-44484,,
10004,45007,10004-45007,,
10004,45534,10004-45534,,
10004,45535,10004-45535,,
10004,46147,10004-46147,,
10004,46501,10004-46501,,
10004,47704,10004-47704,,
10004,48061,10004-48061,,
10004,48994,10004-48994,,
10004,48995,10004-48995,,
10004,48996,10004-48996,,
10004,49736,10004-49736,,
10004,50438,10004-50438,,
10004,50439,10004-50439,,
10004,50994,10004-50994,,
10004,50995,10004-50995,,
10004,51141,10004-51141,,
10004,51142,10004-51142,,
10004,51143,10004-51143,,
10004,51548,10004-51548,,
10004,51894,10004-51894,,
10004,52624,10004-52624,,
10004,52711,10004-52711,,
10004,53074,10004-53074,,
10004,53077,10004-53077,,
10004,53083,10004-53083,,
10004,53534,10004-53534,,
10004,55744,10004-55744,,
10004,58939,10004-58939,,
10005,11721,10005-11721,,
10005,26175,10005-26175,,
10005,36627,10005-36627,,
10005,56894,10005-56894,,
10005,56895,10005-56895,,
10005,56896,10005-56896,,
10005,56897,10005-56897,,
10005,56907,10005-56907,,
10005,56908,10005-56908,,
10005,59225,10005-59225,,
10006,12204,10006-12204,,
10006,12205,10006-12205,,
10006,12206,10006-12206,,
10006,12624,10006-12624,,
10006,12774,10006-12774,,
10006,16344,10006-16344,,
10006,17301,10006-17301,,
10006,17397,10006-17397,,
10006,17398,10006-17398,,
10006,17399,10006-17399,,
10006,17401,10006-17401,,
10006,17402,10006-17402,,
10006,17403,10006-17403,,
10006,17404,10006-17404,,
10006,17405,10006-17405,,
10006,17406,10006-17406,,
10006,17407,10006-17407,,
10006,17408,10006-17408,,
10006,17409,10006-17409,,
10006,17424,10006-17424,,
10006,17427,10006-17427,,
10006,17428,10006-17428,,
10006,17429,10006-17429,,
10006,17431,10006-17431,,
10006,17432,10006-17432,,
10006,17433,10006-17433,,
10006,17434,10006-17434,,
10006,17451,10006-17451,,
10006,17457,10006-17457,,
10006,17461,10006-17461,,
10006,17462,10006-17462,,
10006,17463,10006-17463,,
10006,17811,10006-17811,,
10006,17812,10006-17812,,
10006,17813,10006-17813,,
10006,18294,10006-18294,,
10006,18295,10006-18295,,
10006,18296,10006-18296,,
10006,20127,10006-20127,,
10006,20128,10006-20128,,
10006,21337,10006-21337,,
10006,21338,10006-21338,,
10006,21339,10006-21339,,
10006,21824,10006-21824,,
10006,21961,10006-21961,,
10006,22207,10006-22207,,
10006,22401,10006-22401,,
10006,23671,10006-23671,,
10006,23672,10006-23672,,
10006,23673,10006-23673,,
10006,23681,10006-23681,,
10006,24331,10006-24331,,
10006,24332,10006-24332,,
10006,24333,10006-24333,,
10006,26364,10006-26364,,
10006,29147,10006-29147,,
10006,32047,10006-32047,,
10006,32901,10006-32901,,
10006,35534,10006-35534,,
10006,37144,10006-37144,,
10006,39481,10006-39481,,
10006,39482,10006-39482,,
10006,41521,10006-41521,,
10006,42444,10006-42444,,
10006,42445,10006-42445,,
10006,43351,10006-43351,,
10006,45641,10006-45641,,
10006,45767,10006-45767,,
10006,45768,10006-45768,,
10006,45769,10006-45769,,
10006,46361,10006-46361,,
10006,47094,10006-47094,,
10006,48137,10006-48137,,
10006,48138,10006-48138,,
10006,48821,10006-48821,,
10006,50094,10006-50094,,
10006,50095,10006-50095,,
10006,50096,10006-50096,,
10006,51211,10006-51211,,
10006,51212,10006-51212,,
10006,51213,10006-51213,,
10006,53124,10006-53124,,
10006,54977,10006-54977,,
10006,54978,10006-54978,,
10006,54979,10006-54979,,
10006,55441,10006-55441,,
10006,57471,10006-57471,,
10006,57741,10006-57741,,
10006,58211,10006-58211,,
10006,59004,10006-59004,,
10006,59341,10006-59341,,
10007,10387,10007-10387,,
10007,10681,10007-10681,,
10007,10682,10007-10682,,
10007,10737,10007-10737,,
10007,10944,10007-10944,,
10007,10945,10007-10945,,
10007,11264,10007-11264,,
10007,11265,10007-11265,,
10007,11871,10007-11871,,
10007,11872,10007-11872,,
10007,11873,10007-11873,,
10007,12011,10007-12011,,
10007,12012,10007-12012,,
10007,12013,10007-12013,,
10007,12714,10007-12714,,
10007,12715,10007-12715,,
10007,12716,10007-12716,,
10007,12981,10007-12981,,
10007,12982,10007-12982,,
10007,12983,10007-12983,,
10007,13204,10007-13204,,
10007,13205,10007-13205,,
10007,13206,10007-13206,,
10007,15191,10007-15191,,
10007,16391,10007-16391,,
10007,16392,10007-16392,,
10007,16393,10007-16393,,
10007,16437,10007-16437,,
10007,16438,10007-16438,,
10007,16439,10007-16439,,
10007,16667,10007-16667,,
10007,16668,10007-16668,,
10007,16669,10007-16669,,
10007,17357,10007-17357,,
10007,17358,10007-17358,,
10007,17359,10007-17359,,
10007,17374,10007-17374,,
10007,17375,10007-17375,,
10007,17376,10007-17376,,
10007,17491,10007-17491,,
10007,17492,10007-17492,,
10007,17901,10007-17901,,
10007,17902,10007-17902,,
10007,17903,10007-17903,,
10007,18081,10007-18081,,
10007,18082,10007-18082,,
10007,19431,10007-19431,,
10007,20111,10007-20111,,
10007,20112,10007-20112,,
10007,20113,10007-20113,,
10007,20444,10007-20444,,
10007,20445,10007-20445,,
10007,20446,10007-20446,,
10007,20511,10007-20511,,
10007,21164,10007-21164,,
10007,21231,10007-21231,,
10007,21232,10007-21232,,
10007,21233,10007-21233,,
10007,21884,10007-21884,,
10007,21885,10007-21885,,
10007,21886,10007-21886,,
10007,23594,10007-23594,,
10007,23595,10007-23595,,
10007,23596,10007-23596,,
10007,23847,10007-23847,,
10007,23848,10007-23848,,
10007,23849,10007-23849,,
10007,23854,10007-23854,,
10007,24891,10007-24891,,
10007,24892,10007-24892,,
10007,24893,10007-24893,,
10007,24894,10007-24894,,
10007,24895,10007-24895,,
10007,24896,10007-24896,,
10007,24897,10007-24897,,
10007,24898,10007-24898,,
10007,24899,10007-24899,,
10007,24901,10007-24901,,
10007,24902,10007-24902,,
10007,24903,10007-24903,,
10007,24904,10007-24904,,
10007,24905,10007-24905,,
10007,24906,10007-24906,,
10007,25134,10007-25134,,
10007,25135,10007-25135,,
10007,25136,10007-25136,,
10007,25311,10007-25311,,
10007,25312,10007-25312,,
10007,25313,10007-25313,,
10007,25314,10007-25314,,
10007,25315,10007-25315,,
10007,25316,10007-25316,,
10007,25317,10007-25317,,
10007,25318,10007-25318,,
10007,25319,10007-25319,,
10007,25320,10007-25320,,
10007,25321,10007-25321,,
10007,25322,10007-25322,,
10007,25991,10007-25991,,
10007,25992,10007-25992,,
10007,25993,10007-25993,,
10007,27074,10007-27074,,
10007,27075,10007-27075,,
10007,27076,10007-27076,,
10007,27977,10007-27977,,
10007,30414,10007-30414,,
10007,31564,10007-31564,,
10007,32051,10007-32051,,
10007,33314,10007-33314,,
10007,33315,10007-33315,,
10007,34367,10007-34367,,
10007,35384,10007-35384,,
10007,35385,10007-35385,,
10007,35386,10007-35386,,
10007,35987,10007-35987,,
10007,35991,10007-35991,,
10007,36067,10007-36067,,
10007,36074,10007-36074,,
10007,36077,10007-36077,,
10007,36097,10007-36097,,
10007,36701,10007-36701,,
10007,37147,10007-37147,,
10007,37354,10007-37354,,
10007,37355,10007-37355,,
10007,37356,10007-37356,,
10007,37934,10007-37934,,
10007,37935,10007-37935,,
10007,39077,10007-39077,,
10007,39078,10007-39078,,
10007,39079,10007-39079,,
10007,39081,10007-39081,,
10007,39101,10007-39101,,
10007,39102,10007-39102,,
10007,39103,10007-39103,,
10007,39241,10007-39241,,
10007,39242,10007-39242,,
10007,39243,10007-39243,,
10007,39484,10007-39484,,
10007,40021,10007-40021,,
10007,40022,10007-40022,,
10007,40023,10007-40023,,
10007,40304,10007-40304,,
10007,40305,10007-40305,,
10007,40306,10007-40306,,
10007,44787,10007-44787,,
10007,44788,10007-44788,,
10007,44789,10007-44789,,
10007,45061,10007-45061,,
10007,45062,10007-45062,,
10007,45063,10007-45063,,
10007,45857,10007-45857,,
10007,45858,10007-45858,,
10007,45859,10007-45859,,
10007,46224,10007-46224,,
10007,46225,10007-46225,,
10007,46226,10007-46226,,
10007,46447,10007-46447,,
10007,46854,10007-46854,,
10007,48794,10007-48794,,
10007,48984,10007-48984,,
10007,49207,10007-49207,,
10007,49208,10007-49208,,
10007,50064,10007-50064,,
10007,50065,10007-50065,,
10007,50066,10007-50066,,
10007,52117,10007-52117,,
10007,52118,10007-52118,,
10007,52119,10007-52119,,
10007,52121,10007-52121,,
10007,52124,10007-52124,,
10007,52125,10007-52125,,
10007,52127,10007-52127,,
10007,52128,10007-52128,,
10007,52859,10007-52859,,
10007,53317,10007-53317,,
10007,53318,10007-53318,,
10007,53319,10007-53319,,
10007,53602,10007-53602,,
10007,54714,10007-54714,,
10007,54715,10007-54715,,
10007,55344,10007-55344,,
10007,55345,10007-55345,,
10007,55421,10007-55421,,
10007,55422,10007-55422,,
10007,55974,10007-55974,,
10007,56537,10007-56537,,
10007,56538,10007-56538,,
10007,56539,10007-56539,,
10007,56721,10007-56721,,
10007,56722,10007-56722,,
10007,56751,10007-56751,,
10007,56752,10007-56752,,
10007,57591,10007-57591,,
10007,57592,10007-57592,,
10007,58341,10007-58341,,
10007,58342,10007-58342,,
10007,58343,10007-58343,,
10007,59438,10007-59438,,
10007,59439,10007-59439,,
10007,59441,10007-59441,,
10008,10364,10008-10364,,
10008,10365,10008-10365,,
10008,10366,10008-10366,,
10008,10367,10008-10367,,
10008,10368,10008-10368,,
10008,10369,10008-10369,,
10008,15811,10008-15811,,
10008,17127,10008-17127,,
10008,17128,10008-17128,,
10008,17129,10008-17129,,
10008,18481,10008-18481,,
10008,18482,10008-18482,,
10008,18483,10008-18483,,
10008,18484,10008-18484,,
10008,18485,10008-18485,,
10008,18486,10008-18486,,
10008,18487,10008-18487,,
10008,18498,10008-18498,,
10008,18499,10008-18499,,
10008,18501,10008-18501,,
10008,18502,10008-18502,,
10008,18503,10008-18503,,
10008,18504,10008-18504,,
10008,18505,10008-18505,,
10008,18506,10008-18506,,
10008,18507,10008-18507,,
10008,18511,10008-18511,,
10008,18513,10008-18513,,
10008,18515,10008-18515,,
10008,18517,10008-18517,,
10008,18518,10008-18518,,
10008,18519,10008-18519,,
10008,19334,10008-19334,,
10008,19464,10008-19464,,
10008,19465,10008-19465,,
10008,19967,10008-19967,,
10008,21977,10008-21977,,
10008,21978,10008-21978,,
10008,21979,10008-21979,,
10008,22007,10008-22007,,
10008,25834,10008-25834,,
10008,25837,10008-25837,,
10008,25838,10008-25838,,
10008,25839,10008-25839,,
10008,25865,10008-25865,,
10008,25871,10008-25871,,
10008,25872,10008-25872,,
10008,25873,10008-25873,,
10008,25881,10008-25881,,
10008,25898,10008-25898,,
10008,27024,10008-27024,,
10008,27026,10008-27026,,
10008,28374,10008-28374,,
10008,28375,10008-28375,,
10008,28376,10008-28376,,
10008,29677,10008-29677,,
10008,29678,10008-29678,,
10008,29681,10008-29681,,
10008,29682,10008-29682,,
10008,29683,10008-29683,,
10008,36021,10008-36021,,
10008,36022,10008-36022,,
10008,36023,10008-36023,,
10008,36034,10008-36034,,
10008,36597,10008-36597,,
10008,36598,10008-36598,,
10008,36599,10008-36599,,
10008,36972,10008-36972,,
10008,38664,10008-38664,,
10008,38665,10008-38665,,
10008,39677,10008-39677,,
10008,39678,10008-39678,,
10008,40824,10008-40824,,
10008,44177,10008-44177,,
10008,44941,10008-44941,,
10008,44942,10008-44942,,
10008,44943,10008-44943,,
10008,47424,10008-47424,,
10008,47425,10008-47425,,
10008,47426,10008-47426,,
10008,47427,10008-47427,,
10008,47428,10008-47428,,
10008,47429,10008-47429,,
10008,48807,10008-48807,,
10008,48808,10008-48808,,
10008,48809,10008-48809,,
10008,49501,10008-49501,,
10008,49502,10008-49502,,
10008,49503,10008-49503,,
10008,49528,10008-49528,,
10008,49529,10008-49529,,
10008,50011,10008-50011,,
10008,50012,10008-50012,,
10008,50013,10008-50013,,
10008,50222,10008-50222,,
10008,50223,10008-50223,,
10008,50664,10008-50664,,
10008,50665,10008-50665,,
10008,50666,10008-50666,,
10008,51139,10008-51139,,
10008,51145,10008-51145,,
10008,51146,10008-51146,,
10008,51464,10008-51464,,
10008,51465,10008-51465,,
10008,51466,10008-51466,,
10008,54461,10008-54461,,
10008,54462,10008-54462,,
10008,56969,10008-56969,,
10008,56995,10008-56995,,
10008,58664,10008-58664,,
10008,58665,10008-58665,,
10008,59027,10008-59027,,
10008,59028,10008-59028,,
10008,65408,10008-65408,,
10008,65412,10008-65412,,
10008,65413,10008-65413,,
10008,65420,10008-65420,,
10008,65421,10008-65421,,
10008,65422,10008-65422,,
10008,65423,10008-65423,,
10008,65426,10008-65426,,
10008,65427,10008-65427,,
10008,65428,10008-65428,,
10008,65429,10008-65429,,
10008,65430,10008-65430,,
10008,65431,10008-65431,,
10008,65432,10008-65432,,
10008,65516,10008-65516,,
10009,10507,10009-10507,,
10009,19028,10009-19028,,
10009,19035,10009-19035,,
10009,19055,10009-19055,,
10009,37205,10009-37205,,
10009,41434,10009-41434,,
10009,41581,10009-41581,,
10009,41587,10009-41587,,
10009,41591,10009-41591,,
10009,41594,10009-41594,,
10009,41597,10009-41597,,
10009,41601,10009-41601,,
10009,41604,10009-41604,,
10009,41607,10009-41607,,
10009,41608,10009-41608,,
10009,41634,10009-41634,,
10009,41637,10009-41637,,
10009,41641,10009-41641,,
10009,41644,10009-41644,,
10009,42301,10009-42301,,
10009,50026,10009-50026,,
10009,53253,10009-53253,,
10009,65401,10009-65401,,
10010,10217,10010-10217,,
10010,11861,10010-11861,,
10010,38371,10010-38371,,
10010,38372,10010-38372,,
10010,38373,10010-38373,,
10010,41027,10010-41027,,
10010,41028,10010-41028,,
10010,52499,10010-52499,,
10010,53344,10010-53344,,
10010,53345,10010-53345,,
10010,53346,10010-53346,,
10010,53347,10010-53347,,
10010,53348,10010-53348,,
10010,53349,10010-53349,,
10010,53365,10010-53365,,
10010,53366,10010-53366,,
10010,53367,10010-53367,,
10010,53371,10010-53371,,
10010,53372,10010-53372,,
10010,53373,10010-53373,,
10010,53384,10010-53384,,
10010,53385,10010-53385,,
10010,53386,10010-53386,,
10010,53387,10010-53387,,
10010,53388,10010-53388,,
10010,53389,10010-53389,,
10010,56547,10010-56547,,
10010,56548,10010-56548,,
10010,56549,10010-56549,,
10010,59831,10010-59831,,
10010,59832,10010-59832,,
10010,59833,10010-59833,,
10011,14887,10011-14887,,
10011,14888,10011-14888,,
10011,14889,10011-14889,,
10011,17647,10011-17647,,
10011,17674,10011-17674,,
10011,17675,10011-17675,,
10011,17676,10011-17676,,
10011,17681,10011-17681,,
10011,17697,10011-17697,,
10011,17698,10011-17698,,
10011,17699,10011-17699,,
10011,17711,10011-17711,,
10011,24777,10011-24777,,
10011,24779,10011-24779,,
10011,39854,10011-39854,,
10011,39856,10011-39856,,
10011,51181,10011-51181,,
10011,51182,10011-51182,,
10011,51183,10011-51183,,
10011,57854,10011-57854,,
10011,57855,10011-57855,,
10011,57856,10011-57856,,
10011,62023,10011-62023,,
10011,62024,10011-62024,,
10011,62034,10011-62034,,
10011,62035,10011-62035,,
10011,62096,10011-62096,,
10011,62097,10011-62097,,
10011,65419,10011-65419,,
10011,65430,10011-65430,,
10011,65437,10011-65437,,
10011,65440,10011-65440,,
10013,11014,10013-11014,,
10013,39421,10013-39421,,
10013,39422,10013-39422,,
10013,39423,10013-39423,,
10013,44827,10013-44827,,
10013,44828,10013-44828,,
10013,44829,10013-44829,,
10013,45967,10013-45967,,
10013,45968,10013-45968,,
10013,45969,10013-45969,,
10013,47617,10013-47617,,
10013,47618,10013-47618,,
10013,49334,10013-49334,,
10013,49335,10013-49335,,
10013,49336,10013-49336,,
10013,49871,10013-49871,,
10013,49872,10013-49872,,
10013,49873,10013-49873,,
10013,49911,10013-49911,,
10013,50311,10013-50311,,
10013,50312,10013-50312,,
10013,50784,10013-50784,,
10013,50785,10013-50785,,
10013,50786,10013-50786,,
10013,51897,10013-51897,,
10013,51898,10013-51898,,
10013,51899,10013-51899,,
10013,52867,10013-52867,,
10013,52868,10013-52868,,
10013,52869,10013-52869,,
10013,57627,10013-57627,,
10014,41314,10014-41314,,
10014,43661,10014-43661,,
10014,43662,10014-43662,,
10014,43663,10014-43663,,
10014,46774,10014-46774,,
10014,47771,10014-47771,,
10014,48924,10014-48924,,
10014,49557,10014-49557,,
10014,50111,10014-50111,,
10014,54551,10014-54551,,
10014,57771,10014-57771,,
10014,57797,10014-57797,,
10014,57851,10014-57851,,
10014,58127,10014-58127,,
10014,58464,10014-58464,,
10014,58465,10014-58465,,
10014,58704,10014-58704,,
10015,10581,10015-10581,,
10015,10967,10015-10967,,
10015,10974,10015-10974,,
10015,10975,10015-10975,,
10015,28294,10015-28294,,
10015,28295,10015-28295,,
10015,28296,10015-28296,,
10015,36884,10015-36884,,
10015,36885,10015-36885,,
10015,39512,10015-39512,,
10015,42294,10015-42294,,
10015,42295,10015-42295,,
10015,44287,10015-44287,,
10015,44887,10015-44887,,
10015,44888,10015-44888,,
10015,44889,10015-44889,,
10015,45314,10015-45314,,
10015,45317,10015-45317,,
10015,45401,10015-45401,,
10015,45402,10015-45402,,
10015,45403,10015-45403,,
10015,45404,10015-45404,,
10015,45407,10015-45407,,
10015,45514,10015-45514,,
10015,48784,10015-48784,,
10015,49215,10015-49215,,
10015,49216,10015-49216,,
10015,49217,10015-49217,,
10015,49721,10015-49721,,
10015,49722,10015-49722,,
10015,49723,10015-49723,,
10015,50021,10015-50021,,
10015,50117,10015-50117,,
10015,50251,10015-50251,,
10015,50252,10015-50252,,
10015,50253,10015-50253,,
10015,50501,10015-50501,,
10015,50502,10015-50502,,
10015,50503,10015-50503,,
10015,51052,10015-51052,,
10015,51136,10015-51136,,
10015,51571,10015-51571,,
10015,52261,10015-52261,,
10015,52264,10015-52264,,
10015,52534,10015-52534,,
10015,52535,10015-52535,,
10015,52536,10015-52536,,
10015,55601,10015-55601,,
10015,55602,10015-55602,,
10015,55603,10015-55603,,
10015,56784,10015-56784,,
10015,56786,10015-56786,,
10015,56807,10015-56807,,
10015,56808,10015-56808,,
10015,56809,10015-56809,,
10015,58867,10015-58867,,
10015,58868,10015-58868,,
10015,59014,10015-59014,,
10016,10884,10016-10884,,
10016,34184,10016-34184,,
10016,50816,10016-50816,,
10016,53587,10016-53587,,
10016,58882,10016-58882,,
10017,10434,10017-10434,,
10017,11167,10017-11167,,
10017,11168,10017-11168,,
10017,11169,10017-11169,,
10017,11207,10017-11207,,
10017,11208,10017-11208,,
10017,11604,10017-11604,,
10017,23461,10017-23461,,
10017,23474,10017-23474,,
10017,32267,10017-32267,,
10017,33427,10017-33427,,
10017,33428,10017-33428,,
10017,40685,10017-40685,,
10017,40686,10017-40686,,
10017,45977,10017-45977,,
10017,47854,10017-47854,,
10017,47934,10017-47934,,
10017,50869,10017-50869,,
10017,50876,10017-50876,,
10017,51981,10017-51981,,
10017,53075,10017-53075,,
10017,53081,10017-53081,,
10017,53082,10017-53082,,
10017,53142,10017-53142,,
10017,53187,10017-53187,,
10017,53301,10017-53301,,
10017,53302,10017-53302,,
10017,53303,10017-53303,,
10017,54634,10017-54634,,
10017,55434,10017-55434,,
10017,55681,10017-55681,,
10017,55894,10017-55894,,
10017,58171,10017-58171,,
10017,58711,10017-58711,,
10017,58851,10017-58851,,
10018,10575,10018-10575,,
10018,10576,10018-10576,,
10018,10577,10018-10577,,
10018,10691,10018-10691,,
10018,10692,10018-10692,,
10018,10794,10018-10794,,
10018,11981,10018-11981,,
10018,12174,10018-12174,,
10018,12227,10018-12227,,
10018,12228,10018-12228,,
10018,12229,10018-12229,,
10018,12341,10018-12341,,
10018,13374,10018-13374,,
10018,13375,10018-13375,,
10018,17204,10018-17204,,
10018,17384,10018-17384,,
10018,17411,10018-17411,,
10018,20121,10018-20121,,
10018,20122,10018-20122,,
10018,20123,10018-20123,,
10018,20574,10018-20574,,
10018,20575,10018-20575,,
10018,21027,10018-21027,,
10018,21028,10018-21028,,
10018,23807,10018-23807,,
10018,24141,10018-24141,,
10018,24142,10018-24142,,
10018,24143,10018-24143,,
10018,24151,10018-24151,,
10018,24152,10018-24152,,
10018,24153,10018-24153,,
10018,24164,10018-24164,,
10018,24171,10018-24171,,
10018,24172,10018-24172,,
10018,24174,10018-24174,,
10018,24175,10018-24175,,
10018,24176,10018-24176,,
10018,24177,10018-24177,,
10018,24178,10018-24178,,
10018,24179,10018-24179,,
10018,24181,10018-24181,,
10018,24191,10018-24191,,
10018,24192,10018-24192,,
10018,24193,10018-24193,,
10018,24194,10018-24194,,
10018,24195,10018-24195,,
10018,24196,10018-24196,,
10018,24201,10018-24201,,
10018,24207,10018-24207,,
10018,24211,10018-24211,,
10018,24214,10018-24214,,
10018,24221,10018-24221,,
10018,24222,10018-24222,,
10018,24223,10018-24223,,
10018,24227,10018-24227,,
10018,24228,10018-24228,,
10018,24229,10018-24229,,
10018,24231,10018-24231,,
10018,24232,10018-24232,,
10018,24233,10018-24233,,
10018,24234,10018-24234,,
10018,24235,10018-24235,,
10018,24236,10018-24236,,
10018,24237,10018-24237,,
10018,24238,10018-24238,,
10018,24239,10018-24239,,
10018,24241,10018-24241,,
10018,24242,10018-24242,,
10018,24243,10018-24243,,
10018,24244,10018-24244,,
10018,24245,10018-24245,,
10018,24246,10018-24246,,
10018,24247,10018-24247,,
10018,24248,10018-24248,,
10018,24249,10018-24249,,
10018,24251,10018-24251,,
10018,24252,10018-24252,,
10018,24253,10018-24253,,
10018,24254,10018-24254,,
10018,24255,10018-24255,,
10018,24256,10018-24256,,
10018,24257,10018-24257,,
10018,24267,10018-24267,,
10018,24268,10018-24268,,
10018,24269,10018-24269,,
10018,29344,10018-29344,,
10018,29345,10018-29345,,
10018,29346,10018-29346,,
10018,30031,10018-30031,,
10018,30032,10018-30032,,
10018,30033,10018-30033,,
10018,30044,10018-30044,,
10018,30277,10018-30277,,
10018,30341,10018-30341,,
10018,30342,10018-30342,,
10018,30343,10018-30343,,
10018,30957,10018-30957,,
10018,30958,10018-30958,,
10018,30959,10018-30959,,
10018,31067,10018-31067,,
10018,31434,10018-31434,,
10018,31435,10018-31435,,
10018,31436,10018-31436,,
10018,31457,10018-31457,,
10018,31458,10018-31458,,
10018,31459,10018-31459,,
10018,31537,10018-31537,,
10018,31851,10018-31851,,
10018,32104,10018-32104,,
10018,32471,10018-32471,,
10018,32472,10018-32472,,
10018,32544,10018-32544,,
10018,32554,10018-32554,,
10018,32555,10018-32555,,
10018,32556,10018-32556,,
10018,32657,10018-32657,,
10018,32658,10018-32658,,
10018,32864,10018-32864,,
10018,32865,10018-32865,,
10018,34099,10018-34099,,
10018,34131,10018-34131,,
10018,34132,10018-34132,,
10018,34133,10018-34133,,
10018,34151,10018-34151,,
10018,34152,10018-34152,,
10018,34153,10018-34153,,
10018,34161,10018-34161,,
10018,34162,10018-34162,,
10018,34163,10018-34163,,
10018,34164,10018-34164,,
10018,34271,10018-34271,,
10018,34272,10018-34272,,
10018,34273,10018-34273,,
10018,34381,10018-34381,,
10018,34382,10018-34382,,
10018,34383,10018-34383,,
10018,34391,10018-34391,,
10018,34392,10018-34392,,
10018,34393,10018-34393,,
10018,34401,10018-34401,,
10018,34402,10018-34402,,
10018,34403,10018-34403,,
10018,34421,10018-34421,,
10018,34422,10018-34422,,
10018,34423,10018-34423,,
10018,45124,10018-45124,,
10018,47141,10018-47141,,
10018,47384,10018-47384,,
10018,48337,10018-48337,,
10018,48564,10018-48564,,
10018,48571,10018-48571,,
10018,49324,10018-49324,,
10018,49325,10018-49325,,
10018,49326,10018-49326,,
10018,49374,10018-49374,,
10018,49375,10018-49375,,
10018,50024,10018-50024,,
10018,50774,10018-50774,,
10018,51144,10018-51144,,
10018,51184,10018-51184,,
10018,51239,10018-51239,,
10018,51275,10018-51275,,
10018,51384,10018-51384,,
10018,51385,10018-51385,,
10018,51386,10018-51386,,
10018,53261,10018-53261,,
10018,54207,10018-54207,,
10018,54208,10018-54208,,
10018,54209,10018-54209,,
10018,57014,10018-57014,,
10018,57015,10018-57015,,
10018,57016,10018-57016,,
10018,57321,10018-57321,,
10018,57322,10018-57322,,
10018,57323,10018-57323,,
10018,57324,10018-57324,,
10018,57327,10018-57327,,
10018,57328,10018-57328,,
10018,57329,10018-57329,,
10018,57331,10018-57331,,
10018,57947,10018-57947,,
10018,57948,10018-57948,,
10018,57949,10018-57949,,
10018,58461,10018-58461,,
10018,58948,10018-58948,,
10018,58949,10018-58949,,
10018,59734,10018-59734,,
10018,59924,10018-59924,,
10018,9236,10018-9236,,
10021,10224,10021-10224,,
10021,10251,10021-10251,,
10021,11074,10021-11074,,
10021,11075,10021-11075,,
10021,11076,10021-11076,,
10021,11447,10021-11447,,
10021,11448,10021-11448,,
10021,11449,10021-11449,,
10021,11907,10021-11907,,
10021,11908,10021-11908,,
10021,11909,10021-11909,,
10021,12117,10021-12117,,
