,Loc,Traffic
9492-21124,"(23.10715, 113.28515)",29380296.0
9734-53332,"(23.16064, 113.23105)",29367044.0
9493-14748,"(23.12854, 113.38966)",29335592.0
10010-12924,"(23.08135, 113.3171)",29318294.0
9455-21241,,29316429.0
9434-33852,,29286973.0
10333-13523,,29271633.0
10306-65413,,29252485.0
10004-47227,"(23.17651, 113.31318)",29214409.0
10327-20887,"(23.15418, 113.30683)",29196433.0
9747-21506,"(23.19877, 113.32167)",29193157.0
9449-24551,"(23.39178, 113.29768)",29182267.0
10302-40858,"(23.08495, 113.51235)",29168292.0
10040-15236,"(23.19033, 113.43286)",29122921.0
9492-24147,"(23.10459, 113.29891)",29114467.0
10311-19296,"(23.07198, 113.2859)",29061768.0
9427-51733,,29060883.0
10333-50918,,29051166.0
10006-17427,,29009072.0
10323-30471,,28945592.0
9740-3893,,28855944.0
10316-31797,"(23.13222, 113.26139)",28855115.0
9692-20262,,28831336.0
10305-12968,"(23.25557, 113.28977)",28808531.0
9422-15844,"(23.2009, 113.36062)",28779243.0
9432-26323,,28752607.0
9664-20874,,28735168.0
10015-24817,"(23.11171, 113.54012)",28633631.0
10321-38939,"(23.33748, 113.29272)",28581151.0
10307-47302,,28581090.0
9472-50928,"(23.13437, 113.31577)",28576411.0
10318-14403,"(23.17345, 113.23564)",28564480.0
10013-29247,"(23.21999, 113.21749)",28532043.0
9454-37828,"(23.09127, 113.29294)",28522801.0
9739-46827,,28506288.0
9500-13921,"(23.09069, 113.26918)",28500440.0
9422-26461,"(23.19515, 113.36123)",28466029.0
10029-51649,"(23.11875, 113.32314)",28446293.0
9459-28347,"(23.14389, 113.34072)",28437361.0
10308-33625,,28436580.0
10319-16192,"(23.29564, 113.34939)",28429399.0
10325-11461,,28410186.0
10013-28672,"(23.22554, 113.21238)",28407445.0
9741-22503,,28397558.0
10037-52816,,28346280.0
10042-26113,"(23.13107, 113.37484)",28331933.0
10326-10458,,28323729.0
9442-22643,,28269520.0
9432-39071,,28255089.0
10316-27392,"(23.12744, 113.26294)",28236919.0
9479-13093,"(23.16762, 113.32654)",28222144.0
9470-23439,"(23.145, 113.31953)",28203902.0
9730-28815,"(23.09956, 113.46567)",28186071.0
9675-10007,,28174843.0
10329-21947,"(23.17004, 113.26348)",28161380.0
10009-41644,,28159891.0
10303-15916,,28154241.0
10333-17419,,28131154.0
9429-65412,,28112365.0
10023-31994,,28103290.0
10326-33157,,28099540.0
9741-65465,,28080988.0
10329-34206,"(23.16275, 113.27403)",28071242.0
9447-32489,,27978478.0
9483-41239,"(23.12022, 113.41392)",27955706.0
10323-36188,,27937698.0
9741-61458,,27928429.0
10318-15669,"(23.18641, 113.22753)",27908470.0
9422-26729,"(23.19623, 113.36398)",27863744.0
9458-22892,"(23.09041, 113.226459)",27854223.0
9481-11214,"(23.100788, 113.258112)",27832028.0
10306-1134,,27825277.0
10018-24195,,27825231.0
9495-29194,"(23.13571, 113.32653)",27801243.0
9692-22678,,27797563.0
9460-65413,"(23.070938, 113.183036)",27782074.0
10323-12265,,27778644.0
10309-65019,,27775094.0
10013-17997,"(23.20708, 113.21429)",27770919.0
9431-10492,,27762659.0
10318-48689,"(23.18497, 113.22263)",27758635.0
10327-25736,"(23.15407, 113.30444)",27754899.0
10042-14961,"(23.13492, 113.36709)",27725604.0
10328-41614,"(23.18377, 113.26536)",27723707.0
10042-29412,"(23.13194, 113.37779)",27685789.0
10016-51296,"(23.07139, 113.34528)",27672852.0
10333-22291,,27667219.0
10029-23557,"(23.102576, 113.320315)",27631924.0
10306-1121,,27599664.0
9482-45216,"(23.10734, 113.27011)",27589324.0
10044-28226,"(23.54917, 113.585)",27576362.0
10034-28345,"(23.12984, 113.4008)",27551113.0
9447-46554,,27534123.0
9464-21631,,27530831.0
9470-33001,"(23.14426, 113.31613)",27514538.0
10299-15188,"(23.11384, 113.3567)",27461210.0
10306-1015,,27448606.0
10035-16466,"(23.22858, 113.25215)",27442445.0
10015-45464,"(23.11445, 113.54244)",27402946.0
10308-36024,,27401751.0
10316-31257,"(23.12869, 113.25896)",27399360.0
10041-21498,"(23.19328, 113.26115)",27383571.0
9484-30509,"(23.11947, 113.26285)",27361717.0
10032-10425,,27351882.0
10309-21333,,27345520.0
9736-23573,,27341249.0
9464-12839,"(23.41612, 113.47346)",27309527.0
9495-46721,"(23.13505, 113.31693)",27255530.0
10323-38925,,27240413.0
10304-34513,"(23.26588, 113.22534)",27221138.0
9440-21837,"(23.25397, 113.20825)",27211955.0
9488-23479,"(23.13808, 113.30377)",27209980.0
10309-65419,,27192283.0
9424-20965,"(23.088448, 113.367784)",27168484.0
9486-53,"(23.19681, 113.25825)",27163631.0
10031-33841,,27127776.0
10035-34936,"(23.23678, 113.27513)",27107609.0
10010-19142,"(23.081229, 113.324978)",27089823.0
9444-50391,"(23.070466, 113.296592)",27079965.0
10309-65438,,27071021.0
9458-65460,"(23.093611, 113.214013)",27066209.0
9439-50058,"(23.17953, 113.24498)",27049513.0
10023-50205,,27024271.0
10317-41947,"(23.15351, 113.25816)",26994309.0
10313-23641,"(23.11249, 113.23512)",26965488.0
9432-27938,"(22.9448, 113.38994)",26964667.0
9998-12378,"(23.118331, 113.238975)",26934216.0
10319-52547,"(23.29252, 113.35308)",26918749.0
9482-24424,"(23.10449, 113.26773)",26901732.0
10032-39143,,26901651.0
10006-21339,,26883309.0
9736-58857,"(23.07189, 113.31834)",26865383.0
10317-14827,"(23.16268, 113.25078)",26858720.0
10306-1135,,26846612.0
9496-65400,,26827323.0
9508-27468,"(23.1282, 113.2664)",26795110.0
9496-13134,,26758135.0
9491-25294,"(23.100359, 113.359916)",26738183.0
9508-37297,"(23.12552, 113.26767)",26717931.0
10026-57335,"(23.21557, 113.36513)",26692275.0
9434-12433,,26651756.0
9741-16631,,26641159.0
9482-45311,"(23.10972, 113.2644)",26607137.0
9740-52857,,26604638.0
10322-30102,,26543360.0
10326-22052,,26542002.0
10038-13142,,26539755.0
9664-33757,,26513613.0
9675-12528,,26511157.0
10010-12926,"(23.08135, 113.3171)",26506718.0
9434-20267,,26490335.0
10022-22614,,26479603.0
9675-65405,,26474297.0
9483-34075,"(23.1231, 113.4133)",26474282.0
9496-65504,,26448003.0
9439-14818,"(23.17621, 113.25022)",26438242.0
10039-23905,"(23.50499, 113.55916)",26425115.0
10036-21371,"(23.22525, 113.29931)",26412202.0
10324-42201,,26378367.0
10305-52226,"(23.25433, 113.29673)",26374743.0
10312-16739,"(23.125549, 113.240912)",26350682.0
9489-16746,"(23.12472, 113.24581)",26306443.0
10308-27031,"(23.28153, 113.76042)",26295311.0
10008-36597,,26274328.0
10023-45668,,26221520.0
9692-36419,,26202433.0
9999-58815,"(23.17203, 113.32655)",26182150.0
9741-33907,,26163940.0
9495-32249,"(23.13995, 113.31471)",26161521.0
9467-65440,"(23.11543, 113.20687)",26153988.0
10010-53376,"(23.08584, 113.32415)",26152879.0
10302-46587,"(23.08756, 113.52245)",26137357.0
10023-56077,,26137213.0
10317-50638,"(23.15703, 113.26003)",26129010.0
9444-19229,"(23.068489, 113.302688)",26125487.0
9489-56732,"(23.12842, 113.24664)",26122478.0
10022-31871,,26122330.0
9731-21374,"(23.21872, 113.29428)",26083436.0
9496-20449,,26081217.0
10320-34141,"(23.22616, 113.26253)",26080774.0
10318-54171,,26063465.0
9495-21869,"(23.13465, 113.32653)",26060497.0
9495-30927,"(23.13636, 113.32331)",26032093.0
9731-33247,"(23.20857, 113.27727)",26016855.0
9454-48857,"(23.09003, 113.28574)",25975987.0
10320-38597,"(23.21154, 113.24992)",25945044.0
9493-14755,"(23.12219, 113.38609)",25941812.0
10016-33951,"(23.05474, 113.33306)",25937982.0
10024-2711,,25918078.0
9454-47305,"(23.08905, 113.29084)",25917630.0
10307-16354,,25915865.0
9455-13445,,25905078.0
9455-22544,,25898373.0
9664-40699,,25887290.0
10022-12074,,25884352.0
10032-65452,,25869755.0
9430-16312,"(23.26579, 113.26974)",25867643.0
9461-13434,,25824880.0
9483-46888,"(23.10641, 113.44094)",25817499.0
9493-58695,,25815532.0
9447-25761,"(23.00361, 113.35083)",25782821.0
10321-51913,,25750209.0
9734-13184,"(23.16315, 113.22937)",25689664.0
9429-65409,,25687609.0
10029-51642,"(23.110008, 113.318034)",25650814.0
10306-1229,,25601919.0
10008-25881,,25593969.0
10318-47223,"(23.17557, 113.24148)",25576456.0
9442-39919,,25572652.0
10041-52928,"(23.19432, 113.25564)",25561956.0
9742-65410,,25561893.0
9441-36118,,25544736.0
9731-17949,"(23.20554, 113.27105)",25505808.0
10041-13097,"(23.19726, 113.24832)",25497188.0
10029-11486,"(23.11814, 113.33505)",25493759.0
9675-10008,,25467049.0
9742-65450,,25402235.0
10312-16731,"(23.12384, 113.23245)",25396237.0
10038-26633,"(23.17826, 113.48745)",25395484.0
10312-12734,"(23.119642, 113.231474)",25383538.0
10303-52112,,25376273.0
10303-25528,,25360801.0
9474-31584,"(23.13689, 113.33405)",25354356.0
9483-31326,"(23.10745, 113.41833)",25342846.0
9466-15032,"(23.17403, 113.34606)",25329276.0
10322-16209,"(23.30165, 113.34819)",25320614.0
9482-24428,"(23.10105, 113.26497)",25317463.0
9445-45526,,25314203.0
9462-31027,"(23.072098, 113.276366)",25287869.0
9482-44497,"(23.108895, 113.265849)",25267324.0
10018-51385,,25260589.0
10319-59869,"(23.28885, 113.35348)",25247184.0
9479-22933,"(23.15414, 113.32073)",25244651.0
10008-65516,,25232059.0
9736-42356,,25206717.0
10023-41325,,25183627.0
10022-22067,,25174395.0
9486-51,"(23.19681, 113.25825)",25154831.0
10034-29493,"(23.13139, 113.41639)",25139532.0
9692-36279,,25134863.0
10318-13212,"(23.18437, 113.23846)",25115961.0
9441-18068,"(23.06272, 113.35055)",25087618.0
10309-17701,,25086802.0
10304-58927,"(23.26738, 113.25148)",25082628.0
9479-22914,"(23.15414, 113.32073)",25019528.0
9461-33104,,25007272.0
10303-32412,,24998643.0
9484-29382,"(23.12083, 113.26523)",24990777.0
10306-58762,,24981470.0
9500-33803,"(23.09677, 113.27797)",24956417.0
10038-54901,"(23.14407, 113.50499)",24920308.0
10318-14305,"(23.18231, 113.2327)",24919409.0
9475-44314,"(23.16862, 113.42621)",24884998.0
10308-36026,,24884017.0
9486-17887,"(23.20868, 113.26729)",24876979.0
9484-921,"(23.11628, 113.2826)",24867600.0
10013-58756,"(23.21031, 113.23085)",24845691.0
10031-33375,,24837232.0
9454-19254,"(23.08781, 113.29221)",24829908.0
9486-33307,"(23.19716, 113.25623)",24819780.0
9430-16308,"(23.26222, 113.26612)",24818306.0
9442-20796,,24806505.0
9729-23126,"(23.15476, 113.34856)",24786022.0
9470-23286,"(23.145, 113.31953)",24744682.0
10031-39575,,24744422.0
9449-29138,"(23.41, 113.30528)",24718691.0
9664-31786,,24715697.0
10031-65402,,24701338.0
9444-65401,,24700833.0
10306-1087,,24698062.0
9434-22817,,24692309.0
9458-15487,"(23.065626, 113.225997)",24685506.0
9457-24846,,24640811.0
9488-23291,"(23.13808, 113.30377)",24587467.0
9481-55792,,24578430.0
9459-36043,"(23.13485, 113.34215)",24565247.0
10037-16374,,24556525.0
10010-19094,"(23.08791, 113.31911)",24555624.0
9506-12615,"(23.65278, 113.65389)",24550821.0
10329-40555,"(23.18329, 113.27378)",24543562.0
10332-13971,,24537133.0
9493-11144,,24533301.0
10036-49056,"(23.24054, 113.29756)",24499637.0
9458-15458,"(23.0784, 113.228804)",24499455.0
9448-58683,,24497489.0
9474-18135,"(23.14283, 113.33685)",24494505.0
9493-14756,"(23.12219, 113.38609)",24490383.0
9442-12082,,24434565.0
9736-58858,"(23.07189, 113.31834)",24429466.0
9469-39084,"(23.0948, 113.314)",24428531.0
10310-24082,,24398099.0
9472-23314,"(23.13205, 113.32245)",24386350.0
10021-17754,,24379536.0
10307-47124,,24370993.0
9434-36274,"(22.9464, 113.3674)",24363790.0
9461-28034,,24360097.0
9455-13452,,24357915.0
9475-58921,"(23.14553, 113.44063)",24354047.0
9427-27958,"(23.0637, 113.3854)",24338062.0
9510-59068,"(23.25957, 113.31485)",24319874.0
10042-10758,"(23.13634, 113.36799)",24285434.0
9441-50152,,24275453.0
9483-28736,"(23.10042, 113.43018)",24267820.0
10315-38742,"(23.15273, 113.26042)",24243280.0
9484-25214,"(23.11357, 113.27194)",24235883.0
10303-51388,,24219656.0
9745-41907,,24171723.0
9496-49716,,24126894.0
10044-28249,"(23.54652, 113.58218)",24069036.0
10332-36111,,24029421.0
9449-29111,"(23.37778, 113.29289)",24020864.0
10299-17105,"(23.12972, 113.37109)",24012935.0
9422-26513,"(23.20155, 113.36488)",24008525.0
10300-21244,,23992787.0
10023-19761,,23985568.0
9442-12252,,23984995.0
10027-50228,,23976720.0
10310-12869,,23969679.0
9506-41352,"(23.63828, 113.67841)",23958994.0
9999-35027,"(23.17023, 113.32127)",23948116.0
9445-19854,"(23.03905, 113.33017)",23940200.0
10313-11281,"(23.110484, 113.240252)",23935703.0
10309-35832,"(22.77473, 113.49112)",23930973.0
9469-26106,"(23.098138, 113.329284)",23914404.0
10320-47262,"(23.21052, 113.27208)",23889768.0
10016-24909,"(23.09638, 113.39252)",23887382.0
10009-65401,,23882491.0
9734-812,"(23.15049, 113.24681)",23856216.0
10309-17687,,23851355.0
9467-65402,"(23.1375, 113.213611)",23819434.0
9445-46022,,23807163.0
9438-19213,"(23.09744, 113.30082)",23800960.0
9736-42355,,23795728.0
10026-26118,"(23.21184, 113.38115)",23783732.0
10320-40238,"(23.22569, 113.27311)",23779171.0
9495-23234,"(23.135, 113.32195)",23774269.0
10302-50023,,23735170.0
10300-3871,,23704586.0
9729-13978,"(23.15639, 113.34062)",23700737.0
9472-19447,"(23.12971, 113.33387)",23699410.0
9741-65428,,23699137.0
10303-52047,,23681369.0
9508-22601,"(23.12917, 113.2786)",23678292.0
9453-27504,"(23.13772, 113.26671)",23675799.0
10007-39101,,23674885.0
10310-24226,,23669100.0
10315-54302,"(23.15417, 113.25064)",23667151.0
9740-22133,,23655526.0
10013-17964,"(23.21639, 113.2206)",23644159.0
9466-11146,"(23.17662, 113.3391)",23640628.0
9692-51715,,23636581.0
9432-26322,,23618327.0
9484-1801,"(23.11909, 113.27773)",23584853.0
10307-16672,,23583323.0
9469-30127,"(23.099246, 113.307433)",23560485.0
10041-40766,"(23.19366, 113.25117)",23555170.0
9484-1804,"(23.1178, 113.26531)",23524245.0
9445-32741,,23518721.0
9423-21146,"(23.12139, 113.31437)",23505781.0
10022-30907,,23498651.0
9438-19212,"(23.09744, 113.30082)",23485552.0
9481-55791,,23467234.0
9487-30724,"(23.14584, 113.22363)",23456381.0
9500-29047,"(23.09309, 113.27658)",23453894.0
10037-32525,,23441244.0
10306-1089,,23417779.0
9429-30672,,23381880.0
10032-39191,,23376059.0
10302-65430,"(23.0581, 113.52059)",23355977.0
10007-24893,,23349202.0
9664-65402,,23336030.0
9436-29315,"(23.11638, 113.24758)",23308575.0
10322-46522,"(23.2947, 113.35531)",23289733.0
9481-11232,"(23.093326, 113.254384)",23266773.0
9736-19851,,23260839.0
10026-40941,"(23.20864, 113.35963)",23255484.0
10318-35863,"(23.18619, 113.24352)",23233879.0
10034-30883,"(23.13449, 113.38899)",23216864.0
9746-20353,"(23.15308, 113.19611)",23173772.0
10007-21885,,23172880.0
9999-58814,"(23.17203, 113.32655)",23143415.0
9746-49766,"(23.15438, 113.20313)",23110472.0
9743-52567,,23102355.0
9467-65421,"(23.1208, 113.2043)",23100202.0
9425-15255,"(23.18881, 113.40356)",23094177.0
9495-46731,"(23.13664, 113.31635)",23087056.0
9474-52005,"(23.1362, 113.33201)",23072734.0
10018-24238,,23070430.0
9430-25816,"(23.2529, 113.26092)",23064363.0
10305-24731,"(23.26654, 113.28487)",23053942.0
10010-19105,"(23.08491, 113.31974)",23022715.0
9429-26456,,23018068.0
9434-36276,"(22.9464, 113.3674)",23008781.0
9492-52033,"(23.10152, 113.28175)",23004286.0
9692-22031,,22961926.0
9447-55797,,22944683.0
10037-52815,,22943719.0
9742-65414,,22941297.0
9466-15078,"(23.1775, 113.3397)",22933026.0
10326-37988,,22932934.0
10328-41621,,22931842.0
9473-12061,,22925180.0
9434-36391,,22922154.0
9510-20971,"(23.25372, 113.30797)",22883789.0
10332-17575,,22878695.0
9692-36263,,22870167.0
9487-61978,"(23.15286, 113.21659)",22862749.0
9474-49834,"(23.13684, 113.33435)",22860098.0
9455-22564,,22844423.0
9730-34088,"(23.09634, 113.47482)",22840932.0
10319-32667,"(23.27629, 113.34954)",22837444.0
9472-39599,"(23.13437, 113.31577)",22806967.0
9422-43827,,22780047.0
10321-24515,"(23.34785, 113.2916)",22777361.0
9734-41198,"(23.15707, 113.24508)",22765559.0
10323-13133,,22756744.0
10315-29853,"(23.15307, 113.25676)",22743574.0
10323-50077,,22736555.0
9430-50552,"(23.2658, 113.26974)",22730618.0
10326-20934,,22711161.0
9481-34712,"(23.09563, 113.262511)",22703859.0
9740-17306,,22700411.0
9472-15092,"(23.13529, 113.33533)",22698895.0
9467-12728,"(23.119625, 113.229038)",22698721.0
9449-24661,"(23.38948, 113.29761)",22694042.0
9447-20476,,22675168.0
9430-50549,"(23.25097, 113.25375)",22667549.0
10027-13145,,22662268.0
9508-18692,"(23.12892, 113.27726)",22654394.0
9461-48997,,22647596.0
9487-22507,"(23.15297, 113.22404)",22640421.0
10324-47857,"(23.55509, 113.59352)",22630061.0
10039-30961,"(23.44701, 113.48108)",22623189.0
9509-34579,"(23.11123, 113.4051)",22615548.0
10004-26673,"(23.19184, 113.33627)",22611970.0
9464-22349,"(23.33583, 113.52027)",22608573.0
10023-58827,,22591801.0
9475-22194,"(23.14084, 113.43886)",22590191.0
9483-47625,"(23.10779, 113.44324)",22581140.0
10300-31791,,22555222.0
9469-52833,"(23.09833, 113.31686)",22549883.0
10022-15594,,22548410.0
10312-16478,"(23.120906, 113.236983)",22532558.0
10027-52389,,22532246.0
10003-29272,"(23.20308, 113.24858)",22523377.0
10008-65431,,22515347.0
10333-24274,,22494656.0
9445-46818,,22491186.0
9509-28391,"(23.11737, 113.40553)",22414084.0
9739-11967,,22407352.0
10306-1065,,22399463.0
9675-19576,,22393843.0
10311-36214,"(23.07953, 113.2803)",22393261.0
10318-14287,"(23.17621, 113.22931)",22388136.0
10016-23384,"(23.09638, 113.39252)",22378502.0
10322-56741,"(23.29527, 113.35815)",22377640.0
10008-28376,,22369994.0
10312-16764,"(23.122778, 113.239167)",22363134.0
10329-34266,"(23.16369, 113.26403)",22342878.0
10018-24253,,22341140.0
10312-16791,"(23.119989, 113.2416)",22333384.0
10021-32888,,22325921.0
9462-28176,"(23.08887, 113.26624)",22316645.0
10300-12816,,22309416.0
10317-21784,"(23.16506, 113.25959)",22303805.0
10023-15736,,22293631.0
10003-25342,"(23.19983, 113.24485)",22289211.0
10018-24229,,22230112.0
10320-12865,"(23.21618, 113.24716)",22220647.0
10312-54981,"(23.12327, 113.23042)",22211655.0
10015-45465,"(23.11445, 113.54244)",22210987.0
10041-12876,"(23.19361, 113.25389)",22192294.0
9739-22044,,22183003.0
9472-50221,,22180915.0
10010-13047,"(23.08694, 113.3364)",22173344.0
10014-17003,"(23.14617, 113.23923)",22161293.0
9431-22508,,22160956.0
9508-30187,"(23.13008, 113.27629)",22131839.0
10037-17318,,22128361.0
10037-24073,,22124683.0
9469-26094,"(23.09927, 113.31995)",22121432.0
9731-27994,"(23.21872, 113.29428)",22117085.0
10327-24714,"(23.1519, 113.31426)",22104272.0
10326-52337,,22089971.0
9427-44457,,22059679.0
9692-26283,"(22.92126, 113.36535)",22054595.0
9426-15171,"(23.12453, 113.34753)",22053180.0
10004-34055,"(23.18944, 113.31664)",22050621.0
9481-11541,"(23.102316, 113.255871)",22050245.0
9454-31154,"(23.092502, 113.291612)",22043361.0
10022-26989,"(22.9781, 113.5061)",22038828.0
10009-19034,"(23.1361, 113.2581)",22024425.0
9692-51669,,22023873.0
10022-12075,,22012438.0
9489-36588,"(23.12362, 113.24763)",22012327.0
10035-25196,"(23.23732, 113.26528)",21997999.0
10329-34265,"(23.16369, 113.26403)",21967963.0
9731-15652,"(23.20703, 113.2782)",21950559.0
9492-28229,"(23.11109, 113.29373)",21929739.0
10035-13669,"(23.23112, 113.26945)",21911556.0
10007-24891,,21904849.0
10305-33717,"(23.25381, 113.28327)",21881013.0
10310-24064,,21869547.0
9425-16626,"(23.16503, 113.40783)",21866924.0
9739-22047,,21857554.0
10023-47414,,21841459.0
9495-23171,"(23.135, 113.32195)",21841341.0
10027-21421,,21835812.0
9998-16533,"(23.11845, 113.23698)",21828424.0
9500-22917,"(23.09211, 113.27131)",21827483.0
10305-56964,"(23.25581, 113.2675)",21826727.0
9430-39135,"(23.27121, 113.26906)",21810733.0
10041-24751,"(23.19113, 113.25993)",21799519.0
10320-31764,"(23.21089, 113.25469)",21799501.0
9457-59602,"(23.36573, 113.37614)",21798824.0
10303-34303,,21794987.0
9439-56736,"(23.17271, 113.24472)",21770307.0
10307-12151,,21745261.0
10332-46336,,21745043.0
10309-17668,,21739937.0
9734-53333,"(23.16064, 113.23105)",21721848.0
10036-21381,"(23.22888, 113.29973)",21712007.0
10299-28084,"(23.13037, 113.36785)",21711768.0
10004-36687,"(23.1858, 113.32926)",21707537.0
9479-53243,"(23.15354, 113.34311)",21693021.0
9734-50915,,21675745.0
